Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
08/30/2020,02/01/2020,08/29/2020,GA,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,20,
08/30/2020,02/01/2020,08/29/2020,GA,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,43,
08/30/2020,02/01/2020,08/29/2020,GA,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,54,
08/30/2020,02/01/2020,08/29/2020,GA,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,27,
08/30/2020,02/01/2020,08/29/2020,GA,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Malignant neoplasms,Malignant neoplasms,C00-C97,All ages,159,
08/30/2020,02/01/2020,08/29/2020,GA,Diabetes,Diabetes,E10-E14,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Diabetes,Diabetes,E10-E14,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Diabetes,Diabetes,E10-E14,35-44,16,
08/30/2020,02/01/2020,08/29/2020,GA,Diabetes,Diabetes,E10-E14,45-54,26,
08/30/2020,02/01/2020,08/29/2020,GA,Diabetes,Diabetes,E10-E14,55-64,88,
08/30/2020,02/01/2020,08/29/2020,GA,Diabetes,Diabetes,E10-E14,65-74,111,
08/30/2020,02/01/2020,08/29/2020,GA,Diabetes,Diabetes,E10-E14,75-84,132,
08/30/2020,02/01/2020,08/29/2020,GA,Diabetes,Diabetes,E10-E14,85+,85,
08/30/2020,02/01/2020,08/29/2020,GA,Diabetes,Diabetes,E10-E14,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Diabetes,Diabetes,E10-E14,All ages,465,
08/30/2020,02/01/2020,08/29/2020,GA,Obesity,Obesity,E65-E68,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Obesity,Obesity,E65-E68,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Obesity,Obesity,E65-E68,35-44,22,
08/30/2020,02/01/2020,08/29/2020,GA,Obesity,Obesity,E65-E68,45-54,19,
08/30/2020,02/01/2020,08/29/2020,GA,Obesity,Obesity,E65-E68,55-64,34,
08/30/2020,02/01/2020,08/29/2020,GA,Obesity,Obesity,E65-E68,65-74,33,
08/30/2020,02/01/2020,08/29/2020,GA,Obesity,Obesity,E65-E68,75-84,11,
08/30/2020,02/01/2020,08/29/2020,GA,Obesity,Obesity,E65-E68,85+,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Obesity,Obesity,E65-E68,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Obesity,Obesity,E65-E68,All ages,136,
08/30/2020,02/01/2020,08/29/2020,GA,Alzheimer disease,Alzheimer disease,G30,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Alzheimer disease,Alzheimer disease,G30,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Alzheimer disease,Alzheimer disease,G30,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Alzheimer disease,Alzheimer disease,G30,45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Alzheimer disease,Alzheimer disease,G30,55-64,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Alzheimer disease,Alzheimer disease,G30,65-74,18,
08/30/2020,02/01/2020,08/29/2020,GA,Alzheimer disease,Alzheimer disease,G30,75-84,57,
08/30/2020,02/01/2020,08/29/2020,GA,Alzheimer disease,Alzheimer disease,G30,85+,99,
08/30/2020,02/01/2020,08/29/2020,GA,Alzheimer disease,Alzheimer disease,G30,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Alzheimer disease,Alzheimer disease,G30,All ages,174,
08/30/2020,02/01/2020,08/29/2020,GA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,44,
08/30/2020,02/01/2020,08/29/2020,GA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,128,
08/30/2020,02/01/2020,08/29/2020,GA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,191,
08/30/2020,02/01/2020,08/29/2020,GA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All ages,374,
08/30/2020,02/01/2020,08/29/2020,GA,Renal failure,Renal failure,N17-N19,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Renal failure,Renal failure,N17-N19,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Renal failure,Renal failure,N17-N19,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Renal failure,Renal failure,N17-N19,45-54,34,
08/30/2020,02/01/2020,08/29/2020,GA,Renal failure,Renal failure,N17-N19,55-64,78,
08/30/2020,02/01/2020,08/29/2020,GA,Renal failure,Renal failure,N17-N19,65-74,112,
08/30/2020,02/01/2020,08/29/2020,GA,Renal failure,Renal failure,N17-N19,75-84,107,
08/30/2020,02/01/2020,08/29/2020,GA,Renal failure,Renal failure,N17-N19,85+,78,
08/30/2020,02/01/2020,08/29/2020,GA,Renal failure,Renal failure,N17-N19,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Renal failure,Renal failure,N17-N19,All ages,427,
08/30/2020,02/01/2020,08/29/2020,GA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,15,
08/30/2020,02/01/2020,08/29/2020,GA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,20,
08/30/2020,02/01/2020,08/29/2020,GA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,24,
08/30/2020,02/01/2020,08/29/2020,GA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,27,
08/30/2020,02/01/2020,08/29/2020,GA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All ages,102,
08/30/2020,02/01/2020,08/29/2020,GA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,38,
08/30/2020,02/01/2020,08/29/2020,GA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,72,
08/30/2020,02/01/2020,08/29/2020,GA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,143,
08/30/2020,02/01/2020,08/29/2020,GA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,266,
08/30/2020,02/01/2020,08/29/2020,GA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,550,
08/30/2020,02/01/2020,08/29/2020,GA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,573,
08/30/2020,02/01/2020,08/29/2020,GA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,518,
08/30/2020,02/01/2020,08/29/2020,GA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All ages,2168,
08/30/2020,02/01/2020,08/29/2020,GA,Coronavirus Disease 2019,COVID-19,U071,0-24,15,
08/30/2020,02/01/2020,08/29/2020,GA,Coronavirus Disease 2019,COVID-19,U071,25-34,55,
08/30/2020,02/01/2020,08/29/2020,GA,Coronavirus Disease 2019,COVID-19,U071,35-44,99,
08/30/2020,02/01/2020,08/29/2020,GA,Coronavirus Disease 2019,COVID-19,U071,45-54,253,
08/30/2020,02/01/2020,08/29/2020,GA,Coronavirus Disease 2019,COVID-19,U071,55-64,618,
08/30/2020,02/01/2020,08/29/2020,GA,Coronavirus Disease 2019,COVID-19,U071,65-74,1041,
08/30/2020,02/01/2020,08/29/2020,GA,Coronavirus Disease 2019,COVID-19,U071,75-84,1194,
08/30/2020,02/01/2020,08/29/2020,GA,Coronavirus Disease 2019,COVID-19,U071,85+,1075,
08/30/2020,02/01/2020,08/29/2020,GA,Coronavirus Disease 2019,COVID-19,U071,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Coronavirus Disease 2019,COVID-19,U071,All ages,4350,
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Influenza and pneumonia,J09-J18,All ages,16,
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All ages,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Adult respiratory distress syndrome,J80,All ages,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Respiratory failure,J96,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Respiratory failure,J96,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Respiratory failure,J96,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Respiratory failure,J96,45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Respiratory failure,J96,55-64,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Respiratory failure,J96,65-74,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Respiratory failure,J96,75-84,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Respiratory failure,J96,85+,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Respiratory failure,J96,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Respiratory failure,J96,All ages,12,
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,HI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All ages,,Counts less than 10 suppressed.
